location,parameter,value,unit,measured_at
US Diplomatic Post: Jakarta South,pm25,39.0,µg/m³,2016-01-30T01:00:00Z
US Diplomatic Post: Jakarta South,pm25,50.0,µg/m³,2016-01-30T02:00:00Z
US Diplomatic Post: Jakarta South,pm25,52.0,µg/m³,2016-01-30T03:00:00Z
US Diplomatic Post: Jakarta South,pm25,39.0,µg/m³,2016-01-30T04:00:00Z
US Diplomatic Post: Jakarta South,pm25,45.0,µg/m³,2016-01-30T05:00:00Z
US Diplomatic Post: Jakarta South,pm25,27.0,µg/m³,2016-01-30T06:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T07:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T08:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T09:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T10:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T11:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T12:00:00Z
US Diplomatic Post: Jakarta South,pm25,37.0,µg/m³,2016-01-30T13:00:00Z
US Diplomatic Post: Jakarta South,pm25,43.0,µg/m³,2016-01-30T14:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T15:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T16:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T17:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T18:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T19:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T20:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T21:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T22:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-30T23:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T00:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T01:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T02:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T03:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T04:00:00Z
US Diplomatic Post: Jakarta South,pm25,18.0,µg/m³,2016-01-31T05:00:00Z
US Diplomatic Post: Jakarta South,pm25,16.0,µg/m³,2016-01-31T06:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T07:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T08:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T09:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T10:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T11:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T12:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T13:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T14:00:00Z
US Diplomatic Post: Jakarta South,pm25,27.0,µg/m³,2016-01-31T15:00:00Z
US Diplomatic Post: Jakarta South,pm25,36.0,µg/m³,2016-01-31T16:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T17:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T18:00:00Z
US Diplomatic Post: Jakarta South,pm25,19.0,µg/m³,2016-01-31T19:00:00Z
US Diplomatic Post: Jakarta South,pm25,23.0,µg/m³,2016-01-31T20:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T21:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-01-31T22:00:00Z
US Diplomatic Post: Jakarta South,pm25,28.0,µg/m³,2016-01-31T23:00:00Z
US Diplomatic Post: Jakarta South,pm25,39.0,µg/m³,2016-02-01T00:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-02-01T01:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-02-01T02:00:00Z
US Diplomatic Post: Jakarta South,pm25,31.0,µg/m³,2016-02-01T03:00:00Z
US Diplomatic Post: Jakarta South,pm25,22.0,µg/m³,2016-02-01T04:00:00Z
US Diplomatic Post: Jakarta South,pm25,32.0,µg/m³,2016-02-01T05:00:00Z
US Diplomatic Post: Jakarta South,pm25,19.0,µg/m³,2016-02-01T06:00:00Z
US Diplomatic Post: Jakarta South,pm25,24.0,µg/m³,2016-02-01T07:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-01T08:00:00Z
US Diplomatic Post: Jakarta South,pm25,17.0,µg/m³,2016-02-01T09:00:00Z
US Diplomatic Post: Jakarta South,pm25,29.0,µg/m³,2016-02-01T10:00:00Z
US Diplomatic Post: Jakarta South,pm25,46.0,µg/m³,2016-02-01T11:00:00Z
US Diplomatic Post: Jakarta South,pm25,60.0,µg/m³,2016-02-01T12:00:00Z
US Diplomatic Post: Jakarta South,pm25,43.0,µg/m³,2016-02-01T13:00:00Z
US Diplomatic Post: Jakarta South,pm25,48.0,µg/m³,2016-02-01T14:00:00Z
US Diplomatic Post: Jakarta South,pm25,48.0,µg/m³,2016-02-01T15:00:00Z
US Diplomatic Post: Jakarta South,pm25,40.0,µg/m³,2016-02-01T16:00:00Z
US Diplomatic Post: Jakarta South,pm25,34.0,µg/m³,2016-02-01T17:00:00Z
US Diplomatic Post: Jakarta South,pm25,17.0,µg/m³,2016-02-01T18:00:00Z
US Diplomatic Post: Jakarta South,pm25,25.0,µg/m³,2016-02-01T19:00:00Z
US Diplomatic Post: Jakarta South,pm25,41.0,µg/m³,2016-02-01T20:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-02-01T21:00:00Z
US Diplomatic Post: Jakarta South,pm25,,µg/m³,2016-02-01T22:00:00Z
US Diplomatic Post: Jakarta South,pm25,41.0,µg/m³,2016-02-01T23:00:00Z
US Diplomatic Post: Jakarta South,pm25,43.0,µg/m³,2016-02-02T00:00:00Z
US Diplomatic Post: Jakarta South,pm25,47.0,µg/m³,2016-02-02T01:00:00Z
US Diplomatic Post: Jakarta South,pm25,47.0,µg/m³,2016-02-02T02:00:00Z
US Diplomatic Post: Jakarta South,pm25,53.0,µg/m³,2016-02-02T03:00:00Z
US Diplomatic Post: Jakarta South,pm25,28.0,µg/m³,2016-02-02T04:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-02T05:00:00Z
US Diplomatic Post: Jakarta South,pm25,19.0,µg/m³,2016-02-02T06:00:00Z
US Diplomatic Post: Jakarta South,pm25,24.0,µg/m³,2016-02-02T07:00:00Z
US Diplomatic Post: Jakarta South,pm25,24.0,µg/m³,2016-02-02T08:00:00Z
US Diplomatic Post: Jakarta South,pm25,22.0,µg/m³,2016-02-02T09:00:00Z
US Diplomatic Post: Jakarta South,pm25,26.0,µg/m³,2016-02-02T10:00:00Z
US Diplomatic Post: Jakarta South,pm25,24.0,µg/m³,2016-02-02T11:00:00Z
US Diplomatic Post: Jakarta South,pm25,37.0,µg/m³,2016-02-02T12:00:00Z
US Diplomatic Post: Jakarta South,pm25,36.0,µg/m³,2016-02-02T13:00:00Z
US Diplomatic Post: Jakarta South,pm25,28.0,µg/m³,2016-02-02T14:00:00Z
US Diplomatic Post: Jakarta South,pm25,37.0,µg/m³,2016-02-02T15:00:00Z
US Diplomatic Post: Jakarta South,pm25,37.0,µg/m³,2016-02-02T16:00:00Z
US Diplomatic Post: Jakarta South,pm25,47.0,µg/m³,2016-02-02T17:00:00Z
US Diplomatic Post: Jakarta South,pm25,43.0,µg/m³,2016-02-02T18:00:00Z
US Diplomatic Post: Jakarta South,pm25,19.0,µg/m³,2016-02-02T19:00:00Z
US Diplomatic Post: Jakarta South,pm25,18.0,µg/m³,2016-02-02T20:00:00Z
US Diplomatic Post: Jakarta South,pm25,22.0,µg/m³,2016-02-02T21:00:00Z
US Diplomatic Post: Jakarta South,pm25,27.0,µg/m³,2016-02-02T22:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-02T23:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-03T00:00:00Z
US Diplomatic Post: Jakarta South,pm25,26.0,µg/m³,2016-02-03T01:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-03T02:00:00Z
US Diplomatic Post: Jakarta South,pm25,16.0,µg/m³,2016-02-03T03:00:00Z
US Diplomatic Post: Jakarta South,pm25,20.0,µg/m³,2016-02-03T04:00:00Z
US Diplomatic Post: Jakarta Central,pm25,10.0,µg/m³,2016-01-30T01:00:00Z
US Diplomatic Post: Jakarta Central,pm25,13.0,µg/m³,2016-01-30T02:00:00Z
US Diplomatic Post: Jakarta Central,pm25,10.0,µg/m³,2016-01-30T03:00:00Z
US Diplomatic Post: Jakarta Central,pm25,10.0,µg/m³,2016-01-30T04:00:00Z
US Diplomatic Post: Jakarta Central,pm25,11.0,µg/m³,2016-01-30T05:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-01-30T06:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T07:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T08:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T09:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T10:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T11:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T12:00:00Z
US Diplomatic Post: Jakarta Central,pm25,21.0,µg/m³,2016-01-30T13:00:00Z
US Diplomatic Post: Jakarta Central,pm25,18.0,µg/m³,2016-01-30T14:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T15:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T16:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T17:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T18:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T19:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T20:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T21:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T22:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-30T23:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T00:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T01:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T02:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T03:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T04:00:00Z
US Diplomatic Post: Jakarta Central,pm25,2.0,µg/m³,2016-01-31T05:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T06:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T07:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T08:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T09:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T10:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T11:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T12:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T13:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T14:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T15:00:00Z
US Diplomatic Post: Jakarta Central,pm25,15.0,µg/m³,2016-01-31T16:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T17:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T18:00:00Z
US Diplomatic Post: Jakarta Central,pm25,5.0,µg/m³,2016-01-31T19:00:00Z
US Diplomatic Post: Jakarta Central,pm25,3.0,µg/m³,2016-01-31T20:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T21:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-01-31T22:00:00Z
US Diplomatic Post: Jakarta Central,pm25,22.0,µg/m³,2016-01-31T23:00:00Z
US Diplomatic Post: Jakarta Central,pm25,8.0,µg/m³,2016-02-01T00:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T01:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T02:00:00Z
US Diplomatic Post: Jakarta Central,pm25,18.0,µg/m³,2016-02-01T03:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T04:00:00Z
US Diplomatic Post: Jakarta Central,pm25,12.0,µg/m³,2016-02-01T05:00:00Z
US Diplomatic Post: Jakarta Central,pm25,6.0,µg/m³,2016-02-01T06:00:00Z
US Diplomatic Post: Jakarta Central,pm25,3.0,µg/m³,2016-02-01T07:00:00Z
US Diplomatic Post: Jakarta Central,pm25,2.0,µg/m³,2016-02-01T08:00:00Z
US Diplomatic Post: Jakarta Central,pm25,7.0,µg/m³,2016-02-01T09:00:00Z
US Diplomatic Post: Jakarta Central,pm25,7.0,µg/m³,2016-02-01T10:00:00Z
US Diplomatic Post: Jakarta Central,pm25,7.0,µg/m³,2016-02-01T11:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-02-01T12:00:00Z
US Diplomatic Post: Jakarta Central,pm25,28.0,µg/m³,2016-02-01T13:00:00Z
US Diplomatic Post: Jakarta Central,pm25,38.0,µg/m³,2016-02-01T14:00:00Z
US Diplomatic Post: Jakarta Central,pm25,23.0,µg/m³,2016-02-01T15:00:00Z
US Diplomatic Post: Jakarta Central,pm25,2.0,µg/m³,2016-02-01T16:00:00Z
US Diplomatic Post: Jakarta Central,pm25,0.0,µg/m³,2016-02-01T17:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T18:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T19:00:00Z
US Diplomatic Post: Jakarta Central,pm25,21.0,µg/m³,2016-02-01T20:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T21:00:00Z
US Diplomatic Post: Jakarta Central,pm25,,µg/m³,2016-02-01T22:00:00Z
US Diplomatic Post: Jakarta Central,pm25,27.0,µg/m³,2016-02-01T23:00:00Z
US Diplomatic Post: Jakarta Central,pm25,25.0,µg/m³,2016-02-02T00:00:00Z
US Diplomatic Post: Jakarta Central,pm25,23.0,µg/m³,2016-02-02T01:00:00Z
US Diplomatic Post: Jakarta Central,pm25,24.0,µg/m³,2016-02-02T02:00:00Z
US Diplomatic Post: Jakarta Central,pm25,27.0,µg/m³,2016-02-02T03:00:00Z
US Diplomatic Post: Jakarta Central,pm25,17.0,µg/m³,2016-02-02T04:00:00Z
US Diplomatic Post: Jakarta Central,pm25,10.0,µg/m³,2016-02-02T05:00:00Z
US Diplomatic Post: Jakarta Central,pm25,6.0,µg/m³,2016-02-02T06:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-02-02T07:00:00Z
US Diplomatic Post: Jakarta Central,pm25,7.0,µg/m³,2016-02-02T08:00:00Z
US Diplomatic Post: Jakarta Central,pm25,2.0,µg/m³,2016-02-02T09:00:00Z
US Diplomatic Post: Jakarta Central,pm25,5.0,µg/m³,2016-02-02T10:00:00Z
US Diplomatic Post: Jakarta Central,pm25,5.0,µg/m³,2016-02-02T11:00:00Z
US Diplomatic Post: Jakarta Central,pm25,8.0,µg/m³,2016-02-02T12:00:00Z
US Diplomatic Post: Jakarta Central,pm25,21.0,µg/m³,2016-02-02T13:00:00Z
US Diplomatic Post: Jakarta Central,pm25,14.0,µg/m³,2016-02-02T14:00:00Z
US Diplomatic Post: Jakarta Central,pm25,17.0,µg/m³,2016-02-02T15:00:00Z
US Diplomatic Post: Jakarta Central,pm25,25.0,µg/m³,2016-02-02T16:00:00Z
US Diplomatic Post: Jakarta Central,pm25,36.0,µg/m³,2016-02-02T17:00:00Z
US Diplomatic Post: Jakarta Central,pm25,24.0,µg/m³,2016-02-02T18:00:00Z
US Diplomatic Post: Jakarta Central,pm25,1.0,µg/m³,2016-02-02T19:00:00Z
US Diplomatic Post: Jakarta Central,pm25,9.0,µg/m³,2016-02-02T20:00:00Z
US Diplomatic Post: Jakarta Central,pm25,18.0,µg/m³,2016-02-02T21:00:00Z
US Diplomatic Post: Jakarta Central,pm25,15.0,µg/m³,2016-02-02T22:00:00Z
US Diplomatic Post: Jakarta Central,pm25,2.0,µg/m³,2016-02-02T23:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-02-03T00:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-02-03T01:00:00Z
US Diplomatic Post: Jakarta Central,pm25,7.0,µg/m³,2016-02-03T02:00:00Z
US Diplomatic Post: Jakarta Central,pm25,3.0,µg/m³,2016-02-03T03:00:00Z
US Diplomatic Post: Jakarta Central,pm25,4.0,µg/m³,2016-02-03T04:00:00Z
Jakarta South,pm25,22.0,µg/m³,2022-10-03T20:00:00Z
Jakarta South,pm25,29.0,µg/m³,2022-10-03T21:00:00Z
Jakarta South,pm25,31.0,µg/m³,2022-10-03T22:00:00Z
Jakarta South,pm25,36.0,µg/m³,2022-10-03T23:00:00Z
Jakarta South,pm25,39.0,µg/m³,2022-10-04T00:00:00Z
Jakarta South,pm25,41.0,µg/m³,2022-10-04T01:00:00Z
Jakarta South,pm25,34.0,µg/m³,2022-10-04T02:00:00Z
Jakarta South,pm25,25.0,µg/m³,2022-10-04T03:00:00Z
Jakarta South,pm25,40.0,µg/m³,2022-10-04T04:00:00Z
Jakarta South,pm25,42.0,µg/m³,2022-10-04T05:00:00Z
Jakarta South,pm25,34.0,µg/m³,2022-10-04T06:00:00Z
Jakarta South,pm25,37.0,µg/m³,2022-10-04T07:00:00Z
Jakarta South,pm25,37.0,µg/m³,2022-10-04T08:00:00Z
Jakarta South,pm25,10.0,µg/m³,2022-10-04T09:00:00Z
Jakarta South,pm25,8.0,µg/m³,2022-10-04T10:00:00Z
Jakarta South,pm25,8.0,µg/m³,2022-10-04T11:00:00Z
Jakarta South,pm25,22.0,µg/m³,2022-10-04T12:00:00Z
Jakarta South,pm25,23.0,µg/m³,2022-10-04T13:00:00Z
Jakarta South,pm25,19.0,µg/m³,2022-10-04T14:00:00Z
Jakarta South,pm25,19.0,µg/m³,2022-10-04T15:00:00Z
Jakarta South,pm25,25.0,µg/m³,2022-10-04T16:00:00Z
Jakarta South,pm25,28.0,µg/m³,2022-10-04T17:00:00Z
Jakarta South,pm25,36.0,µg/m³,2022-10-04T18:00:00Z
Jakarta South,pm25,42.0,µg/m³,2022-10-04T19:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T01:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T02:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T03:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T04:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T05:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T06:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T07:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T08:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T09:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T10:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T11:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T12:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T13:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T14:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T15:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T16:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T17:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T18:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T19:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T20:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T21:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T22:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-07T23:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T00:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T01:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T02:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T03:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T04:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T05:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T06:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T07:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T14:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T15:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T16:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T17:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T18:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T19:00:00Z
Jakarta South,pm25,,µg/m³,2023-05-08T20:00:00Z
Jakarta South,pm25,43.0,µg/m³,2023-05-08T21:00:00Z
Jakarta South,pm25,36.0,µg/m³,2023-05-08T22:00:00Z
Jakarta South,pm25,35.0,µg/m³,2023-05-08T23:00:00Z
Jakarta South,pm25,32.0,µg/m³,2023-05-09T00:00:00Z
Jakarta South,pm25,19.0,µg/m³,2023-05-09T01:00:00Z
Jakarta South,pm25,30.0,µg/m³,2023-05-09T02:00:00Z
Jakarta South,pm25,35.0,µg/m³,2023-05-09T03:00:00Z
Jakarta South,pm25,42.0,µg/m³,2023-05-09T04:00:00Z
Jakarta South,pm25,56.0,µg/m³,2023-05-09T05:00:00Z
Jakarta South,pm25,54.0,µg/m³,2023-05-09T06:00:00Z
Jakarta South,pm25,37.0,µg/m³,2023-05-09T07:00:00Z
Jakarta South,pm25,41.0,µg/m³,2023-05-09T08:00:00Z
Jakarta South,pm25,47.0,µg/m³,2023-05-09T09:00:00Z
Jakarta South,pm25,54.0,µg/m³,2023-05-09T10:00:00Z
Jakarta South,pm25,50.0,µg/m³,2023-05-09T11:00:00Z
Jakarta South,pm25,51.0,µg/m³,2023-05-09T12:00:00Z
Jakarta South,pm25,44.0,µg/m³,2023-05-09T13:00:00Z
Jakarta South,pm25,45.0,µg/m³,2023-05-09T14:00:00Z
Jakarta South,pm25,69.0,µg/m³,2023-05-09T15:00:00Z
Jakarta South,pm25,76.0,µg/m³,2023-05-09T16:00:00Z
Jakarta South,pm25,68.0,µg/m³,2023-05-09T17:00:00Z
Jakarta South,pm25,67.0,µg/m³,2023-05-09T18:00:00Z
Jakarta South,pm25,67.0,µg/m³,2023-05-09T19:00:00Z
Jakarta South,pm25,69.0,µg/m³,2023-05-09T20:00:00Z
Jakarta South,pm25,80.0,µg/m³,2023-05-09T21:00:00Z
Jakarta South,pm25,79.0,µg/m³,2023-05-09T22:00:00Z
Jakarta South,pm25,76.0,µg/m³,2023-05-09T23:00:00Z
Jakarta South,pm25,79.0,µg/m³,2023-05-10T00:00:00Z
Jakarta South,pm25,56.0,µg/m³,2023-05-10T01:00:00Z
Jakarta South,pm25,46.0,µg/m³,2023-05-10T02:00:00Z
Jakarta South,pm25,47.0,µg/m³,2023-05-10T03:00:00Z
Jakarta South,pm25,42.0,µg/m³,2023-05-10T04:00:00Z
Jakarta South,pm25,42.0,µg/m³,2023-05-10T05:00:00Z
Jakarta South,pm25,30.0,µg/m³,2023-05-10T06:00:00Z
Jakarta South,pm25,28.0,µg/m³,2023-05-10T07:00:00Z
Jakarta South,pm25,26.0,µg/m³,2023-05-10T08:00:00Z
Jakarta South,pm25,42.0,µg/m³,2023-05-10T09:00:00Z
Jakarta South,pm25,48.0,µg/m³,2023-05-10T10:00:00Z
Jakarta Central,pm25,30.4,µg/m³,2016-11-09T18:00:00Z
Jakarta Central,pm25,29.4,µg/m³,2016-11-09T19:00:00Z
Jakarta Central,pm25,29.9,µg/m³,2016-11-09T20:00:00Z
Jakarta Central,pm25,48.8,µg/m³,2016-11-09T21:00:00Z
Jakarta Central,pm25,54.5,µg/m³,2016-11-09T22:00:00Z
Jakarta Central,pm25,52.2,µg/m³,2016-11-09T23:00:00Z
Jakarta Central,pm25,54.6,µg/m³,2016-11-10T00:00:00Z
Jakarta Central,pm25,67.3,µg/m³,2016-11-10T01:00:00Z
Jakarta Central,pm25,76.1,µg/m³,2016-11-10T02:00:00Z
Jakarta Central,pm25,78.5,µg/m³,2016-11-10T03:00:00Z
Jakarta Central,pm25,70.8,µg/m³,2016-11-10T04:00:00Z
Jakarta Central,pm25,70.8,µg/m³,2016-11-10T05:00:00Z
